Process Name;Process Path;Activity Name;Host Name;Count;Peligroso;Etiqueta_Texto;proceso_longitud;tiene_numeros_nombre;nombre_aleatorio;nombre_muy_corto;ruta_appdata;ruta_roaming;ruta_temp;ruta_downloads;ruta_desktop;ruta_system32;ruta_program_files;es_exe;es_dll;es_script;proceso_peligroso_conocido;frecuencia_alta;log_count;hora;dia_semana;es_horario_nocturno
PhoneExperienceHost.exe;nan;FortiEDR-Security-Suspicious-Block;PC-TD178SAC;1;1;PELIGROSO;23;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0.6931471805599453;16;4;0
EDRW v13 Activator v2.1 - De!.exe;nan;FortiEDR-Security-Malicious-Block;LT-VENEX10;1;1;PELIGROSO;33;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0.6931471805599453;10;3;0
yypowersap.exe;nan;FortiEDR-Security-Malicious-Block;PNSA-SERVER;2;1;PELIGROSO;14;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1.0986122886681098;13;0;0
TeamViewer_Service.exe;nan;FortiEDR-Security-PUP-Block;CAJAMAYORISTA01;2;0;NO_PELIGROSO;22;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1.0986122886681098;10;0;0
core.exe;nan;FortiEDR-Security-Suspicious-Block;HG-LAPTOP203;2;1;PELIGROSO;8;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1.0986122886681098;6;2;1
tasklist.exe;nan;FortiEDR-Security-Malicious-Block;EQU001-050;1;1;PELIGROSO;12;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0.6931471805599453;8;4;0
KMSAuto Net.exe;nan;FortiEDR-Security-Malicious-Block;LT-TEMPMKT03;1;1;PELIGROSO;15;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0.6931471805599453;10;3;0
explorer.exe;nan;FortiEDR-Security-Malicious-Block;PQ01R2PALFARO;1;1;PELIGROSO;12;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0.6931471805599453;15;2;0
OInstall.exe;nan;FortiEDR-Security-PUP-Block;LT-MKT10;7;0;NO_PELIGROSO;12;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;2.0794415416798357;0;2;1
TeamViewer_Service.exe;nan;FortiEDR-Security-PUP-Block;PC-TD241GON2;1;0;NO_PELIGROSO;22;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0.6931471805599453;9;1;0
Dell.TechHub.Instrumentation.SubAgent.exe;nan;FortiEDR-Security-Suspicious-Block;HG-LAPTOP89;3;1;PELIGROSO;41;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1.3862943611198906;11;4;0
cmd.exe;nan;FortiEDR-Security-Suspicious-Block;PTTRQ27;2;1;PELIGROSO;7;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1.0986122886681098;7;4;0
update.exe;nan;FortiEDR-Security-PUP-Block;LT-MKT10;1;0;NO_PELIGROSO;10;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0.6931471805599453;9;3;0
KMSAuto++.exe;nan;FortiEDR-Security-Malicious-Block;PC-TD218VEX02;1;1;PELIGROSO;13;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0.6931471805599453;16;4;0
bugonawire.exe;nan;FortiEDR-Security-Malicious-Block;EQU001-013;1;1;PELIGROSO;14;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0.6931471805599453;17;0;0
Dell.TechHub.DataManager.SubAgent.exe;nan;FortiEDR-Security-Suspicious-Block;HG-LAPTOP200;25;1;PELIGROSO;37;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;3.258096538021482;14;4;0
compras.exe;nan;FortiEDR-Security-Malicious-Block;PNSA-SERVER;2;1;PELIGROSO;11;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1.0986122886681098;22;3;1
explorer.exe;nan;FortiEDR-Security-Malicious-Block;PNSAP5CD4381KQQ;3;1;PELIGROSO;12;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1.3862943611198906;15;4;0
interfpla.exe;nan;FortiEDR-Security-Malicious-Block;PNSA-SERVER;1;1;PELIGROSO;13;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0.6931471805599453;22;3;1
PDF_Architect_9_Installer.exe;nan;FortiEDR-Security-Malicious-Block;EQU001-017;3;1;PELIGROSO;29;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1.3862943611198906;14;2;0
NwCheckWorkstation.exe;nan;FortiEDR-Security-Malicious-Block;PNSA-SERVER;2;1;PELIGROSO;22;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1.0986122886681098;9;4;0
GytksFjjKBefR.dll;nan;FortiEDR-Security-Malicious-Block;PQC01XIBACETA;4;1;PELIGROSO;17;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1.6094379124341003;7;4;0
powershell.exe;nan;FortiEDR-Security-Malicious-Block;HG-LAPTOP210;2;1;PELIGROSO;14;0;1;0;0;0;0;0;0;0;0;1;0;1;1;1;1.0986122886681098;9;3;0
cmd.exe;nan;FortiEDR-Security-Malicious-Block;AsistenteJCalidad;2;1;PELIGROSO;7;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1.0986122886681098;18;2;0
lmhostid.exe;nan;FortiEDR-Security-Malicious-Block;PNSAL5CD4381KPL;1;1;PELIGROSO;12;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0.6931471805599453;17;4;0
OInstall.exe;nan;FortiEDR-Security-PUP-Block;LT-MKT10;3;0;NO_PELIGROSO;12;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1.3862943611198906;9;5;0
OUTLOOK.EXE;nan;FortiEDR-Security-Suspicious-Block;SV-SAL1-L045;1;1;PELIGROSO;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6931471805599453;17;0;0
ICONPIN64.exe;nan;FortiEDR-Security-Malicious-Block;CI-FINA-LT-04;1;1;PELIGROSO;13;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0.6931471805599453;5;0;1
OInstall.exe;nan;FortiEDR-Security-PUP-Block;LT-MKT10;2;0;NO_PELIGROSO;12;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1.0986122886681098;11;4;0
dwm.exe;nan;FortiEDR-Security-Suspicious-Block;OPERALAB;23;1;PELIGROSO;7;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;3.1780538303479458;13;0;0
update.exe;nan;FortiEDR-Security-PUP-Block;LT-VCORP30;1;0;NO_PELIGROSO;10;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0.6931471805599453;22;0;1
Dell.TechHub.Instrumentation.SubAgent.exe;nan;FortiEDR-Security-Suspicious-Block;HG-LAPTOP89;42;1;PELIGROSO;41;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;3.7612001156935624;15;0;0
f_00012f;nan;FortiEDR-Security-Malicious-Block;QECGYERSANCHEZ;1;1;PELIGROSO;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6931471805599453;21;3;0
$RN4BKXE.exe;nan;FortiEDR-Security-PUP-Block;PQ02FNUNEZ;1;0;NO_PELIGROSO;12;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0.6931471805599453;11;2;0
TeamViewer_Service.exe;nan;FortiEDR-Security-PUP-Block;PC-TD241GON2;9;0;NO_PELIGROSO;22;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;2.302585092994046;8;0;0
streamer.exe;nan;FortiEDR-Security-Malicious-Block;PNSA-SERVER;1;1;PELIGROSO;12;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0.6931471805599453;15;1;0
streamer.exe;nan;FortiEDR-Security-Malicious-Block;PNSA-SERVER;1;1;PELIGROSO;12;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0.6931471805599453;20;0;0
adobe.acrobat.xi.pro.patch-MPT.exe;nan;FortiEDR-Security-Malicious-Block;PNSA-SERVER;2;1;PELIGROSO;34;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1.0986122886681098;20;2;0
Start.lnk;nan;FortiEDR-Security-Malicious-Block;PC-TD100SAC;1;1;PELIGROSO;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6931471805599453;4;0;1
AnyDesk.exe;nan;FortiEDR-Security-Suspicious-Block;PNSAL5CD4381KXJ;3;1;PELIGROSO;11;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1.3862943611198906;15;1;0
streamer.exe;nan;FortiEDR-Security-Malicious-Block;PNSA-SERVER;1;1;PELIGROSO;12;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0.6931471805599453;15;1;0
streamer.exe;nan;FortiEDR-Security-Malicious-Block;PNSA-SERVER;1;1;PELIGROSO;12;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0.6931471805599453;15;1;0
OInstall.exe;nan;FortiEDR-Security-PUP-Block;LT-CDVES01;3;0;NO_PELIGROSO;12;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1.3862943611198906;9;5;0
cfgwi10.exe;nan;FortiEDR-Security-Malicious-Block;PNSAL5CD4381KPL;1;1;PELIGROSO;11;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0.6931471805599453;17;4;0
TeamViewer_Service.exe;nan;FortiEDR-Security-PUP-Block;CAJAMAYORISTA01;1;0;NO_PELIGROSO;22;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0.6931471805599453;10;5;0
tasklist.exe;nan;FortiEDR-Security-Malicious-Block;PQ01APAJUELO;1;1;PELIGROSO;12;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0.6931471805599453;11;4;0
explorer.exe;nan;FortiEDR-Security-Malicious-Block;PTCML30;1;1;PELIGROSO;12;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0.6931471805599453;19;0;0
powershell.exe;nan;FortiEDR-Security-Malicious-Block;HG-LAPTOP226;1;1;PELIGROSO;14;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0.6931471805599453;14;0;0
taskhostw.exe;nan;FortiEDR-Security-Suspicious-Block;LT-COMP74;4;1;PELIGROSO;13;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1.6094379124341003;17;6;0
powershell.exe;nan;FortiEDR-Security-Suspicious-Block;EQU001-025;1;1;PELIGROSO;14;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0.6931471805599453;9;4;0
f_00012f;nan;FortiEDR-Security-Malicious-Block;QECGYERSANCHEZ;1;1;PELIGROSO;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6931471805599453;10;4;0
DocuWare.Printer.Setup.exe;nan;FortiEDR-Security-Malicious-Block;SDOCWARE;1;1;PELIGROSO;26;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0.6931471805599453;13;1;0
Dell.CoreServices.Client.exe;nan;FortiEDR-Security-Suspicious-Block;HG-LAPTOP176;1;1;PELIGROSO;28;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0.6931471805599453;5;1;1
OInstall.exe;nan;FortiEDR-Security-PUP-Block;LT-RETAIL14;2;0;NO_PELIGROSO;12;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1.0986122886681098;11;5;0
ComPortB.exe;nan;FortiEDR-Security-Suspicious-Block;AOLGT02;2;1;PELIGROSO;12;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1.0986122886681098;14;2;0
denmupj.exe;nan;FortiEDR-Security-Suspicious-Block;PC-TD044VEM01;62;1;PELIGROSO;11;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;4.143134726391533;15;1;0
OInstall.exe;nan;FortiEDR-Security-PUP-Block;LT-MKT10;1;0;NO_PELIGROSO;12;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0.6931471805599453;10;2;0
explorer.exe;nan;FortiEDR-Security-Malicious-Block;PC-TD52VMOST01;1;1;PELIGROSO;12;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0.6931471805599453;13;3;0
AnyDesk_Abril2021.exe;nan;FortiEDR-Security-PUP-Block;PC-TD128ALM;1;0;NO_PELIGROSO;21;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0.6931471805599453;17;3;0
core.exe;nan;FortiEDR-Security-Suspicious-Block;HG-LAPTOP207;12;1;PELIGROSO;8;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;2.5649493574615367;11;4;0
w11mdp.dll;nan;FortiEDR-Security-PUP-Block;QECGYEEESPINOSA;1;0;NO_PELIGROSO;10;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0.6931471805599453;22;0;1
OInstall.exe;nan;FortiEDR-Security-PUP-Block;LT-MKT10;5;0;NO_PELIGROSO;12;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1.791759469228055;17;0;0
OInstall.exe;nan;FortiEDR-Security-Malicious-Block;LT-MKT10;1;1;PELIGROSO;12;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0.6931471805599453;5;2;1
$RN4BKXE.exe;nan;FortiEDR-Security-PUP-Block;PQ01LMENDOZA;1;0;NO_PELIGROSO;12;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0.6931471805599453;14;1;0
update.exe;nan;FortiEDR-Security-PUP-Block;LT-MKT10;1;0;NO_PELIGROSO;10;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0.6931471805599453;12;1;0
update.exe;nan;FortiEDR-Security-PUP-Block;LT-VCORP30;1;0;NO_PELIGROSO;10;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0.6931471805599453;9;5;0
explorer.exe;nan;FortiEDR-Security-Malicious-Block;PQ02R3MPASION;1;1;PELIGROSO;12;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0.6931471805599453;10;3;0
streamer.exe;nan;FortiEDR-Security-Malicious-Block;PNSA-SERVER;1;1;PELIGROSO;12;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0.6931471805599453;20;5;0
update.exe;nan;FortiEDR-Security-PUP-Block;LT-VCORP30;1;0;NO_PELIGROSO;10;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0.6931471805599453;22;6;1
powershell.exe;nan;FortiEDR-Security-Malicious-Block;PTGHM03;1;1;PELIGROSO;14;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0.6931471805599453;13;2;0
wvmgbpj.exe;nan;FortiEDR-Security-Suspicious-Block;PC-TD36GON01;147;1;PELIGROSO;11;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;4.997212273764115;14;6;0
Sin confirmar 683185.crdownload;nan;FortiEDR-Security-Malicious-Block;PNSA1L0235;9;1;PELIGROSO;31;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2.302585092994046;16;4;0
TeamViewer_Service.exe;nan;FortiEDR-Security-PUP-Block;PC-TD52VMOST01;1;0;NO_PELIGROSO;22;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0.6931471805599453;9;0;0
AnyDesk.exe;nan;FortiEDR-Security-Suspicious-Block;PQ03SOTUYA;2;1;PELIGROSO;11;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1.0986122886681098;17;0;0
xxcuentas_x_pagar.exe;nan;FortiEDR-Security-Malicious-Block;PNSA-SERVER;2;1;PELIGROSO;21;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1.0986122886681098;0;3;1
powershell.exe;nan;FortiEDR-Security-Suspicious-Block;COME25L;1;1;PELIGROSO;14;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0.6931471805599453;9;4;0
ieetbwe;nan;FortiEDR-Security-Malicious-Block;PC-TD043ALM;1096;1;PELIGROSO;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;7.00033446027523;18;2;0
core.exe;nan;FortiEDR-Security-Suspicious-Block;HG-Desktop54;15;1;PELIGROSO;8;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;2.772588722239781;18;1;0
OInstall.exe;nan;FortiEDR-Security-PUP-Block;LT-CDVES01;5;0;NO_PELIGROSO;12;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1.791759469228055;15;3;0
setup.exe;nan;FortiEDR-Security-PUP-Block;CONTL29;1;0;NO_PELIGROSO;9;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0.6931471805599453;10;2;0
netsh.exe;nan;FortiEDR-Security-PUP-Block;PQ01JARANGUREN;2;0;NO_PELIGROSO;9;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1.0986122886681098;17;4;0
Set-up.exe;nan;FortiEDR-Security-Malicious-Block;LT-MKT27;1;1;PELIGROSO;10;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0.6931471805599453;9;2;0
BrowsingHistoryView.exe;nan;FortiEDR-Security-Malicious-Block;LT-COMP73;1;1;PELIGROSO;23;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0.6931471805599453;14;3;0
AdjProg.exe;nan;FortiEDR-Security-PUP-Block;EQU001-013;2;0;NO_PELIGROSO;11;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1.0986122886681098;11;1;0
$RF38PHY.exe;nan;FortiEDR-Security-PUP-Block;PNSAL5CD4381KV2;27;0;NO_PELIGROSO;12;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;3.332204510175204;17;0;0
